cvAnomatricula,aVelocidadelocal,cvSexo,cvIdade,aSinaisLuminosos,aDiadaSemana
1994,50,1,20,0,5
1997,90,1,24,0,1
1990,50,0,39,0,5
2013,50,0,44,0,1
2008,50,0,69,0,5
1998,70,0,39,0,0
2014,80,0,75,0,6
2000,50,0,39,1,5
1999,50,0,59,0,1
1998,50,0,49,0,6
2008,50,0,24,0,1
1996,50,0,69,0,5
1997,90,0,39,0,1
2001,50,0,20,0,0
2009,50,0,49,0,6
2004,50,0,69,0,5
1994,50,1,59,0,6
2013,50,0,59,0,6
1996,50,1,24,0,6
1996,50,0,75,0,5
2006,90,0,44,0,5
2012,120,1,39,0,6
2010,80,1,69,0,5
2003,50,0,39,0,6
2000,60,0,54,0,5
2011,90,0,59,0,0
1999,50,1,74,0,6
2010,50,0,29,1,5
2005,50,0,59,0,1
2009,50,0,49,0,1
1993,50,0,29,0,5
2000,50,0,49,0,5
2011,50,1,29,1,1
2009,50,0,44,1,1
1996,90,1,34,0,6
2013,50,1,24,0,0
1999,60,0,34,0,6
1995,50,1,75,0,1
2013,50,0,39,0,1
1999,90,1,39,0,6
2000,50,0,39,0,0
1990,40,0,44,0,0
2002,50,1,24,0,5
2011,50,1,54,0,5
2009,50,1,44,0,1
2009,50,0,24,0,5
2003,120,0,69,0,0
1997,50,0,44,0,1
2014,90,1,49,0,5
2010,100,0,44,0,1
2000,50,0,59,0,1
2005,50,0,20,0,6
1996,50,0,59,0,1
2005,90,0,54,0,0
2007,120,0,29,0,1
1991,50,0,44,0,0
1995,50,0,20,0,1
2001,50,0,24,0,1
2006,70,1,29,0,1
1994,50,1,34,0,6
2010,100,0,24,0,5
1999,50,0,29,0,6
2005,50,1,54,0,6
2015,50,0,29,0,6
1994,90,0,75,0,1
2008,50,1,39,0,5
2002,50,0,44,0,5
2000,50,1,24,0,6
1988,50,1,54,0,1
2003,50,1,44,0,1
2009,50,1,29,0,5
2002,50,1,44,0,0
2000,50,0,69,0,1
1998,90,0,49,0,1
2009,50,1,20,0,5
2015,50,0,44,0,0
2010,50,0,59,0,6
2004,90,0,44,0,0
1998,50,1,44,0,6
1998,50,0,24,0,1
2000,50,1,54,0,1
1999,50,0,34,0,0
2014,50,0,39,0,1
2010,50,0,24,0,5
2007,50,1,34,0,5
2006,50,0,29,0,1
2004,120,1,24,0,6
2004,50,0,54,0,1
2009,50,0,34,0,1
2001,90,0,49,0,1
1999,50,0,24,0,6
1997,90,0,39,0,1
1995,50,0,54,0,6
1999,50,0,29,0,6
2012,50,1,39,0,1
2015,50,1,39,0,6
2010,50,0,29,0,1
1996,50,1,34,0,5
1993,50,0,44,0,1
2003,50,0,20,0,1
1998,50,0,39,0,5
2014,50,1,20,0,6
2004,50,0,75,0,0
1997,50,0,20,0,1
1997,50,0,49,0,1
2000,90,1,29,0,5
2004,50,0,74,1,5
2005,70,0,44,0,0
2002,50,0,24,0,0
0,50,0,49,0,1
1995,50,0,29,0,6
2006,50,0,54,0,6
2015,50,1,74,0,6
1998,50,0,69,0,1
2005,50,0,44,0,5
2003,50,1,74,0,0
2003,50,0,69,1,1
2000,50,1,34,0,1
2008,90,1,69,0,0
2000,50,0,69,0,6
1994,50,0,54,0,6
2001,50,1,34,0,5
2008,50,0,44,0,1
2006,50,1,49,0,0
2009,50,0,24,0,6
2007,90,1,24,0,5
2005,120,1,24,0,5
1990,50,1,39,0,6
2007,50,0,74,0,5
2002,70,0,44,0,6
2001,50,0,39,0,6
2006,120,0,44,0,6
2005,50,0,39,0,0
1980,50,0,75,0,6
2000,50,1,29,0,5
2013,40,0,34,0,1
2000,50,0,29,0,5
2002,50,0,44,0,1
1997,50,1,49,0,5
1992,50,1,29,0,1
2003,50,1,59,0,5
1986,50,0,75,0,0
1999,50,0,59,0,6
2001,50,0,74,0,6
2004,50,1,59,0,5
1998,50,0,29,0,1
2000,50,0,75,0,5
2006,50,1,20,0,6
2003,50,0,20,1,1
2006,50,0,44,0,1
1991,50,0,24,0,0
2004,50,1,59,0,6
2011,90,0,49,0,6
2013,50,0,34,0,1
2007,50,0,54,0,5
2009,70,1,24,0,5
1994,90,1,54,0,6
2010,50,0,20,0,1
2001,50,0,54,0,0
2006,50,0,34,0,5
2003,50,0,20,0,5
2001,90,0,59,0,5
2006,50,1,59,1,5
2001,50,1,34,0,1
1993,50,0,29,0,1
1992,50,1,44,0,5
1998,50,1,44,0,6
2010,80,1,20,0,6
2009,50,1,39,0,6
2006,50,0,39,0,6
2003,50,0,39,1,1
2003,50,0,34,1,1
1997,50,0,29,0,0
2000,40,1,24,0,1
1996,50,0,59,1,1
2000,50,0,34,0,5
2008,70,0,24,0,6
2000,50,1,39,0,5
1999,50,0,24,0,1
1999,120,1,54,0,6
2010,50,1,49,0,0
2007,60,1,29,0,0
1980,50,0,54,0,5
2003,50,0,44,0,0
1999,50,1,44,0,0
2007,20,0,49,0,6
2004,50,0,34,0,1
2008,30,0,39,0,1
2000,50,0,29,0,6
2000,50,0,75,0,0
2003,50,0,29,0,6
2013,50,0,44,0,6
1985,90,0,39,0,1
2015,50,0,17,0,5
2009,80,0,39,0,0
2000,50,1,44,0,0
2009,40,0,29,0,6
1991,50,0,34,0,5
2011,50,0,34,0,5
1994,50,1,54,0,1
1990,50,0,24,0,1
2008,50,0,44,1,6
2006,50,0,29,0,1
1994,50,1,29,0,0
2015,50,0,44,0,6
2008,50,0,24,0,6
1993,50,0,49,0,6
1999,120,0,20,0,0
2014,50,0,24,0,1
2010,50,0,39,0,1
2009,50,1,44,0,6
2000,50,0,24,0,1
2009,90,0,49,0,6
2009,50,0,39,1,0
2005,50,0,59,0,1
2014,50,1,44,0,5
1995,50,0,74,0,0
2004,50,1,49,0,0
2001,50,0,59,0,1
1998,90,1,20,0,0
1997,90,1,44,0,1
1998,50,1,54,0,1
1997,50,1,24,0,1
2001,50,0,49,0,6
1977,90,0,34,0,5
2008,50,0,29,0,1
2013,50,0,59,0,6
2006,50,0,39,0,0
1998,20,0,74,0,6
1995,50,1,34,0,5
2004,50,1,49,0,1
2007,50,1,54,1,5
2011,50,0,34,0,6
2011,50,0,49,0,5
2000,50,1,54,0,6
2010,90,1,29,0,6
2006,50,0,39,1,5
2009,50,0,75,0,5
2012,50,0,39,0,6
2008,50,1,44,1,1
1996,120,0,34,0,6
2005,90,0,39,0,6
2009,50,1,54,1,6
2014,50,0,59,0,1
2013,120,0,24,0,6
2001,50,1,39,0,5
1998,50,1,54,0,5
2009,50,0,49,0,1
1988,50,1,20,0,6
2007,50,1,34,0,5
2000,50,0,20,0,0
2005,70,1,34,0,0
2003,50,0,39,0,6
1997,50,0,59,0,6
2009,50,0,75,0,5
2001,50,0,24,0,5
1999,90,0,44,0,0
2010,50,0,34,0,6
2014,50,0,34,0,5
2004,50,0,34,0,6
2010,50,0,34,0,1
2005,50,0,74,0,5
1991,90,0,75,0,6
1990,60,0,39,1,5
1996,50,1,59,0,1
1994,50,1,49,0,6
2007,50,0,39,0,0
2012,50,0,34,0,5
2003,100,0,34,0,0
2014,50,0,24,0,0
2004,50,1,20,0,5
2000,50,0,29,0,5
2005,80,0,54,0,6
0,50,0,39,0,1
1998,90,0,20,0,6
2015,50,1,59,0,1
1984,50,0,54,0,5
2003,50,1,54,0,1
2000,90,0,54,0,1
2003,50,0,44,0,0
2003,50,1,44,0,5
1997,50,0,29,0,1
1997,50,1,24,0,5
2005,50,1,39,0,1
1992,50,0,44,0,6
1993,90,0,20,0,6
2002,50,0,34,0,6
2004,50,1,39,0,5
2001,120,0,24,0,6
1997,50,0,49,0,1
2003,50,0,20,0,6
1996,50,0,69,0,1
2000,50,0,20,0,5
2000,50,0,49,0,1
1999,90,0,44,0,0
1991,50,0,39,0,5
2003,50,0,29,0,6
2004,90,1,34,0,1
1999,50,0,59,0,5
1996,50,0,69,0,1
2015,50,0,39,0,6
1997,90,1,39,0,6
2014,50,0,34,0,6
2010,50,0,34,0,5
1998,50,0,29,0,5
2015,50,0,49,0,0
2007,50,0,75,0,5
2007,50,1,20,0,0
2013,50,0,44,1,6
1994,50,0,75,0,6
2001,90,1,34,0,6
2001,100,1,49,0,5
1993,100,0,39,0,0
2008,50,0,29,0,0
2014,50,1,44,0,0
2004,50,0,69,0,0
2002,50,1,24,0,0
1999,50,1,54,0,6
1990,50,0,29,0,6
2013,50,0,29,0,6
1998,50,0,34,0,5
1998,50,1,20,0,1
2009,50,0,69,0,5
2003,50,1,39,0,6
2012,50,0,44,0,0
2008,50,1,34,1,1
2012,50,0,24,0,5
2004,50,0,39,1,5
2000,50,0,75,0,6
2001,50,0,69,0,1
2013,40,0,20,0,5
1999,70,1,39,1,0
2012,50,0,20,1,5
2010,50,0,29,0,1
2000,90,1,39,0,1
2001,50,0,34,0,1
2000,50,0,69,0,0
2004,50,0,75,0,1
2011,50,0,69,0,1
2005,50,0,75,0,5
2009,50,0,44,0,0
1996,50,1,49,0,6
2010,50,1,34,0,6
2007,50,0,29,0,1
1995,50,0,74,0,6
1995,50,0,59,0,5
1997,50,0,59,1,6
2008,50,0,44,0,5
0,50,1,74,0,6
2007,90,0,39,0,6
2000,50,0,49,0,1
1996,50,0,69,0,5
2001,90,1,74,0,1
1990,50,0,20,0,1
1991,50,0,29,0,6
2001,50,0,75,0,0
2004,90,1,39,0,6
2001,90,1,54,0,0
2006,90,1,29,0,0
2001,30,0,24,0,1
2005,50,0,44,0,1
2014,120,0,34,0,1
1998,50,1,44,0,1
2010,120,0,54,0,6
2010,50,0,39,0,6
2009,120,0,29,0,1
2009,90,0,54,0,0
1998,50,0,59,0,5
1999,50,0,39,1,6
1988,50,1,59,0,5
1990,50,0,24,0,0
1997,50,1,39,0,5
2015,50,0,59,0,1
2013,50,0,59,0,6
2009,50,0,24,1,0
2009,50,1,54,0,1
1996,50,1,74,0,5
1993,50,1,24,0,6
2000,50,1,49,0,5
2001,50,0,59,0,0
2006,50,0,54,0,1
1992,50,0,74,0,5
2008,90,0,54,0,6
1995,50,0,69,0,6
1999,50,0,29,0,5
1996,80,1,39,0,0
1999,90,1,24,0,0
2013,120,0,29,0,0
2001,50,1,29,0,6
2010,50,1,69,0,6
1999,50,0,39,0,5
2009,120,0,34,0,0
1995,50,0,34,0,1
1993,50,1,69,0,5
1975,50,0,75,0,1
2000,50,0,24,0,5
2008,90,0,39,0,1
2008,50,0,20,0,0
2009,120,1,49,0,1
1992,50,0,24,0,1
1996,50,0,24,0,0
1995,120,1,29,0,6
2015,50,0,29,0,0
2007,50,0,75,0,0
2012,70,1,24,0,1
2007,50,0,34,0,5
2000,90,0,49,0,5
2005,50,0,44,0,1
1992,50,0,20,0,0
2016,50,0,29,0,1
2012,50,0,17,0,5
2015,50,0,44,0,5
1997,50,1,24,0,5
1998,120,1,34,0,5
2007,50,1,49,0,5
2009,50,0,59,1,0
1998,120,0,59,0,1
2007,50,1,49,0,5
2008,50,0,49,0,5
2014,50,0,44,1,6
2013,50,0,49,0,1
1995,50,1,29,0,5
2008,90,1,49,0,1
2000,50,1,20,0,0
2007,50,0,44,0,0
2008,50,0,69,0,1
2013,50,0,29,1,0
1989,40,0,74,0,6
2007,50,0,24,0,6
2011,50,0,74,0,0
2000,50,0,39,0,0
1989,50,0,20,0,6
1997,50,0,20,1,1
1999,50,0,24,0,0
1991,50,0,39,0,6
2007,50,0,29,1,5
2009,50,0,29,0,0
2013,120,0,59,0,1
2015,50,0,39,1,6
2005,50,0,69,0,6
2002,50,1,34,0,5
2002,120,0,24,0,1
2000,50,0,24,0,1
2007,50,1,44,0,5
1997,90,1,29,0,1
2000,50,1,24,0,5
1997,50,0,69,0,1
1996,50,0,49,0,5
1994,50,0,44,0,5
2015,90,0,49,0,0
2003,50,1,59,0,5
2007,100,0,39,0,0
2010,70,0,34,0,6
1997,50,0,20,0,5
2005,80,0,44,0,6
1998,50,1,49,0,5
2003,50,0,34,0,1
2003,50,1,44,0,0
1999,50,0,75,0,1
2006,100,1,39,0,6
1999,70,0,44,0,1
1992,50,1,24,0,5
0,50,0,59,0,5
0,50,0,59,0,0
1991,50,0,69,0,6
2015,50,1,54,0,0
1994,70,0,29,0,6
1996,50,0,69,0,0
2007,50,0,39,0,0
1999,50,1,75,0,6
1994,120,0,24,0,0
1996,50,0,54,0,0
1995,50,0,34,0,6
2004,50,1,54,0,5
2010,50,0,54,0,5
2005,50,0,39,0,6
2005,50,0,44,0,1
2008,50,0,39,0,6
1991,80,0,20,0,0
2003,90,0,75,0,5
2015,50,1,20,0,5
2005,50,0,74,0,5
2010,50,1,39,0,6
2010,90,1,24,0,6
1981,50,0,69,0,5
2009,50,1,24,0,5
2010,100,0,49,0,6
2001,50,1,49,0,5
1996,50,0,69,1,0
2006,50,1,54,0,1
2001,50,0,29,0,6
1990,50,0,75,0,5
2010,50,1,54,0,5
2007,50,0,29,0,6
2002,50,0,59,0,5
2004,50,0,29,0,0
2010,50,0,69,0,5
2010,50,0,29,0,1
1999,50,0,24,0,0
1990,70,1,44,0,0
2003,90,1,24,0,0
1999,50,1,49,0,5
2011,50,0,54,0,0
2005,120,1,39,0,0
2007,50,1,34,1,0
2007,50,0,39,0,1
1999,50,0,54,0,6
0,50,0,34,0,1
2000,90,1,24,0,0
2005,50,0,54,0,6
1996,120,1,24,0,1
2005,50,0,39,0,0
2002,100,0,24,0,0
2000,50,0,39,0,0
2011,50,0,29,0,6
2009,50,0,39,0,5
2008,50,0,74,0,1
2003,50,1,49,0,6
2007,50,0,54,0,1
2015,50,1,44,0,5
1988,50,0,49,0,1
2003,50,1,20,0,1
2011,90,1,29,0,6
0,50,1,20,0,1
2009,120,0,49,0,1
1996,50,1,24,0,1
2007,120,0,69,0,1
1998,80,0,20,0,1
2000,50,0,69,0,0
2012,120,0,75,0,0
1991,90,0,44,0,6
2010,50,1,44,0,5
1992,50,0,39,0,1
2007,50,1,54,0,0
2008,50,0,34,0,6
2010,50,1,29,1,6
2000,60,0,44,0,6
2008,50,0,24,0,5
1996,50,1,29,0,5
2010,50,1,34,0,6
2005,40,1,39,0,1
1996,50,1,29,0,5
1999,50,1,29,0,0
2009,50,0,44,0,0
2006,120,0,24,0,5
1994,50,0,44,0,6
1990,50,0,59,0,1
2001,80,0,49,0,5
1997,50,0,44,0,5
2006,50,1,34,0,6
2004,50,1,34,0,6
2007,50,0,39,0,1
2015,120,0,74,0,5
2005,70,1,34,0,1
1999,90,0,59,0,6
1990,50,0,29,0,5
2005,50,1,54,0,6
1996,70,1,34,0,1
2001,50,0,44,0,0
1995,50,0,20,0,5
2012,50,0,34,0,6
2013,50,0,24,1,0
2009,50,0,75,0,1
2004,90,1,39,0,1
1996,30,0,59,0,6
2008,50,1,49,0,1
1996,50,0,20,0,5
1996,50,0,34,0,6
2005,60,1,44,0,6
1998,50,0,34,0,1
1998,120,0,49,0,5
1998,50,0,44,0,0
1994,70,1,29,0,5
1996,90,0,39,0,5
2006,50,0,59,0,6
2004,50,0,59,0,5
1998,100,0,49,0,5
1996,30,1,44,0,1
1998,50,0,39,0,6
1996,50,1,24,0,5
2005,120,0,29,0,5
2007,50,1,20,0,5
2010,50,0,34,0,1
2007,50,1,34,0,5
2001,50,0,54,0,1
2016,90,1,29,0,6
2004,50,1,29,1,1
2005,50,0,24,0,5
1999,50,0,75,0,0
2014,50,0,74,0,6
2007,50,1,24,0,1
1994,50,0,59,0,0
2003,120,0,29,0,5
1990,30,0,34,0,6
1997,50,0,20,0,0
1999,50,0,29,0,0
1999,50,0,54,0,0
2000,40,0,24,0,5
2004,50,0,34,0,6
1997,90,1,44,0,5
2012,50,1,34,0,1
2002,60,1,24,0,5
2000,50,0,29,0,5
2009,50,0,69,0,1
1999,50,0,75,0,1
1998,50,0,39,0,1
2001,50,0,34,0,1
1991,50,0,29,0,0
2004,50,0,34,0,6
1998,50,0,54,0,1
1996,50,0,39,0,5
1996,50,0,34,0,0
1996,50,0,49,0,0
2009,70,0,54,0,0
1992,50,0,69,0,6
2012,90,0,54,0,0
2000,50,1,20,0,1
1997,50,1,24,1,5
2007,50,0,49,0,6
1995,50,0,34,1,5
1998,50,0,24,0,5
1999,50,0,75,0,6
2011,50,0,54,0,1
1991,50,1,44,0,0
2013,50,0,29,0,6
2003,50,0,59,0,6
2006,50,0,75,0,6
1997,50,1,44,0,1
2004,50,1,49,0,5
2010,50,0,24,0,1
2002,120,0,75,0,0
2000,50,1,39,0,0
2000,50,0,29,1,6
2005,90,0,49,0,0
2011,90,0,44,0,1
2002,50,0,39,0,1
2004,50,0,39,0,1
2015,50,1,44,0,1
2010,50,1,34,0,5
2006,50,0,59,0,5
2004,50,0,44,0,1
2000,50,1,39,0,5
1994,50,1,29,0,6
2001,90,0,29,0,0
2016,50,0,54,0,6
2006,90,1,29,0,5
1988,50,0,59,0,5
2016,50,0,59,0,5
2008,50,0,44,0,5
2010,50,0,24,1,6
2010,90,0,49,0,0
2000,50,0,20,0,5
2006,50,0,29,0,0
2010,50,0,44,0,5
1996,50,0,44,0,0
1986,50,0,74,0,0
2004,70,1,34,0,6
2000,50,1,44,0,1
1994,50,0,34,0,5
1986,50,0,69,0,6
2008,50,0,54,0,0
2002,50,1,24,0,1
2009,50,1,59,0,6
2009,50,0,59,0,0
2014,50,0,24,0,1
1992,50,0,29,0,6
1967,50,0,54,0,0
2013,50,0,39,0,1
1998,50,0,44,0,6
2014,120,1,24,0,1
2003,50,1,54,0,1
1996,50,0,59,0,1
2003,50,1,29,0,0
2016,50,0,44,1,6
2004,50,1,44,0,5
2012,50,0,49,0,1
1997,50,0,49,0,6
2000,50,1,54,1,5
1999,90,0,75,0,5
2007,90,0,54,0,0
2004,50,0,54,0,5
2016,50,0,24,0,0
2010,50,1,24,0,5
1996,120,1,24,0,1
2015,50,1,59,0,5
2011,50,0,49,0,1
2016,90,0,39,0,0
2015,50,0,75,0,6
2009,50,1,69,0,1
2009,70,0,49,0,5
2004,60,0,24,0,6
2012,50,0,75,1,1
1998,50,0,20,0,0
1998,50,0,39,0,6
2004,50,0,59,0,0
2006,50,1,44,0,0
2015,50,0,39,0,5
1999,50,0,49,0,5
2003,50,1,24,0,6
2005,40,0,24,0,0
2013,50,0,39,0,6
1998,50,0,44,0,6
2005,50,1,49,0,6
2014,50,0,29,0,6
2010,50,1,49,0,1
2003,50,0,54,0,5
2005,50,1,44,0,5
2000,50,0,69,0,0
2010,50,0,29,0,5
2012,90,0,39,0,5
2005,50,0,74,1,0
2007,50,0,20,0,0
1998,50,1,39,0,1
2002,50,0,29,0,1
2000,100,0,24,0,0
2016,50,0,20,0,1
2002,100,0,49,0,6
2012,50,0,20,0,5
2010,50,1,29,0,6
2007,50,1,59,0,5
2015,50,1,49,0,5
2008,50,1,44,0,5
2016,50,0,24,0,6
1988,50,1,20,0,5
2014,50,1,49,0,5
2006,50,1,49,0,0
1975,50,0,49,0,5
2016,50,1,59,0,5
1971,50,0,74,0,0
2016,50,0,44,0,5
2011,30,0,24,0,1
2013,50,0,29,0,5
2006,50,0,75,0,6
1997,50,0,34,0,5
2003,100,0,54,0,5
2002,50,0,29,0,0
2016,50,0,59,0,5
2000,30,1,44,0,0
1999,50,0,49,0,6
2005,50,1,54,0,6
2003,100,1,20,0,0
2011,50,0,24,0,0
1985,70,0,75,0,6
2000,50,0,75,0,0
1976,50,0,74,0,0
2015,50,0,34,0,1
2015,50,0,44,0,6
2014,90,0,74,0,5
1988,50,0,29,0,6
2003,50,1,29,0,0
2007,90,0,54,0,5
1994,120,1,49,0,5
1998,90,1,24,0,1
2014,50,0,75,0,0
2007,50,0,29,0,6
2008,50,1,29,0,5
1993,50,0,75,0,5
1998,50,1,20,0,1
1998,50,1,34,0,5
2009,50,0,39,0,1
2006,50,0,44,0,6
2014,50,1,49,0,5
1992,90,0,75,0,0
2009,50,1,54,0,0
1982,50,0,75,0,1
2002,50,1,39,0,5
1988,50,0,74,0,5
1998,50,0,20,0,5
2001,50,0,75,0,1
2016,50,0,74,0,0
2016,50,1,44,1,6
1986,50,1,54,0,5
2010,50,1,44,0,6
2014,50,0,44,1,1
2013,50,0,29,0,1
2009,50,0,44,0,5
1999,50,1,39,0,6
2007,50,0,49,0,6
2014,50,0,74,0,0
2007,50,1,39,0,1
1996,50,1,44,0,0
1995,120,1,24,0,6
1986,50,0,69,0,5
2000,50,0,44,0,1
1994,50,1,49,0,1
2002,50,1,54,0,5
2010,50,0,49,0,1
2009,80,0,34,0,0
1999,50,0,29,0,0
2007,50,0,74,0,1
1999,50,0,24,0,6
2005,50,0,34,1,6
2000,50,0,59,0,6
2011,50,0,34,0,6
2017,50,0,44,1,6
1998,50,0,20,0,0
1992,50,1,59,1,0
1998,50,0,49,0,5
2014,70,1,34,0,5
2007,50,0,59,0,6
2006,50,1,29,0,0
1993,80,0,74,0,5
1998,90,1,54,0,1
2001,90,0,34,0,5
2008,50,0,24,0,1
2004,50,1,34,0,1
2012,50,0,75,0,0
2005,50,0,54,0,6
2011,50,0,24,0,5
1997,50,1,29,0,5
1993,50,0,54,0,1
2015,50,0,44,0,5
1991,90,0,69,0,6
1998,50,0,20,0,5
2008,50,0,29,0,5
2001,50,0,24,0,6
2000,70,1,44,0,0
2005,50,0,17,0,6
2004,50,0,69,0,5
2003,70,0,69,0,1
1999,50,0,20,0,0
2014,50,0,20,0,6
2001,50,1,29,0,5
2009,50,0,59,0,6
1980,50,0,59,0,1
2009,40,1,34,0,1
2007,40,0,59,0,6
2015,50,0,59,0,5
2000,50,1,24,0,0
2011,50,0,17,0,1
2009,50,1,39,0,5
1995,50,0,75,0,1
2003,50,1,44,0,1
1994,50,0,54,0,0
2014,50,0,54,1,0
2016,50,0,24,0,6
2002,50,0,49,0,5
2002,90,1,34,0,6
2003,90,0,69,0,0
2006,120,0,54,0,0
2016,50,0,20,0,1
2001,50,0,49,0,5
2017,90,0,54,0,0
2005,120,0,75,0,0
2004,50,1,34,0,6
2010,50,1,59,1,6
2009,50,0,74,0,0
2008,50,0,59,0,6
2016,50,1,20,0,6
2007,50,0,49,0,6
2002,50,0,44,0,1
2000,50,1,54,0,5
2012,90,0,39,0,0
2016,50,0,44,0,5
2008,90,1,29,0,6
2006,50,0,69,1,5
2015,50,1,24,0,1
1999,50,0,20,0,0
2015,50,0,24,0,5
1995,50,0,39,0,0
2007,50,0,69,0,5
2006,50,1,20,0,1
2010,50,1,39,0,0
2002,50,0,34,0,6
2000,50,1,20,0,6
2015,50,0,54,1,6
2016,120,1,44,0,1
2006,50,0,44,0,6
2016,50,0,49,0,6
1995,120,0,34,0,5
2007,50,1,54,0,1
2002,120,1,54,0,0
1996,50,0,39,0,5
2010,50,0,29,0,5
2010,50,0,44,0,6
2002,50,0,29,0,1
1991,50,0,54,0,5
2001,50,0,69,0,1
1998,90,0,20,0,6
1996,50,0,20,0,6
1998,50,1,49,0,1
2002,50,0,54,1,0
2001,50,0,44,0,5
2015,50,0,39,0,0
2002,50,0,39,0,5
2001,50,0,39,0,5
2016,90,0,24,0,5
2011,50,0,17,0,6
2006,90,0,49,0,1
1991,50,0,39,0,5
1995,50,0,49,0,6
2013,50,0,29,0,5
1998,50,1,74,0,1
1992,90,1,59,0,1
2000,50,0,49,0,0
2009,50,0,44,0,0
1999,50,0,20,1,1
2001,50,0,75,0,1
2008,50,0,75,0,5
2013,50,0,39,0,5
2004,50,1,24,0,1
2016,50,0,29,1,6
2008,50,0,54,0,6
2011,50,0,24,0,6
2007,50,0,74,0,1
2005,50,1,29,0,6
2000,50,1,24,1,6
2002,100,1,39,0,1
2008,50,0,34,0,0
2004,50,0,24,0,1
2010,50,0,69,0,6
1994,90,0,74,0,5
2011,70,0,29,0,6
2006,90,1,59,0,5
2003,50,0,59,0,5
2011,50,0,20,0,0
1998,50,0,69,0,1
2017,50,0,44,0,1
2003,50,1,59,0,1
2001,50,0,29,0,5
1992,50,0,34,0,0
2006,50,0,29,0,0
1995,40,0,39,0,5
2001,50,0,24,0,5
2016,50,1,69,0,1
1997,50,0,44,1,5
2001,50,0,49,0,6
2012,50,1,59,0,5
2014,50,0,39,0,1
2002,50,1,24,0,5
1996,50,1,20,0,1
2016,50,0,29,0,5
2005,80,0,54,0,6
2015,50,0,54,0,0
2001,100,0,29,0,6
2015,50,0,29,0,1
2014,70,1,59,0,6
2015,50,1,44,1,1
2005,50,1,44,0,6
1999,50,0,29,0,0
2008,60,1,49,0,5
2012,50,1,44,0,5
1993,50,0,59,0,5
1997,50,0,75,0,6
2011,50,0,17,0,6
2009,50,0,54,0,1
2008,50,0,69,0,0
1999,50,0,29,0,1
2004,50,0,34,0,0
2004,80,0,44,0,1
2002,50,1,49,0,5
2005,50,1,24,0,1
2007,120,0,54,0,0
2008,50,0,49,0,6
2009,90,0,69,0,0
2013,50,0,59,1,1
1990,50,1,17,0,5
2015,100,1,34,0,6
2007,50,0,29,1,6
2007,50,0,49,0,0
1994,50,0,34,0,5
2000,120,0,49,0,5
2007,50,1,34,0,5
2010,50,1,29,0,6
2004,50,1,20,0,6
2013,50,0,29,0,0
2014,90,0,49,0,0
2010,50,0,39,0,5
2016,120,0,44,0,5
2007,50,0,39,1,6
2010,70,0,59,0,6
1995,90,0,75,0,0
2015,50,0,49,0,6
2008,50,1,34,0,5
2010,40,0,44,0,5
2006,50,1,34,0,6
2016,50,0,39,0,5
2004,50,1,75,0,0
2005,90,0,44,0,1
2008,90,0,59,0,6
1998,50,1,49,1,0
2004,50,1,49,0,6
2009,50,0,44,0,1
2002,50,0,34,0,6
2005,50,0,44,1,6
1996,50,0,39,0,6
1994,50,0,29,0,0
2016,50,0,54,1,5
2008,50,0,34,0,0
1987,70,0,75,0,0
1998,50,0,59,0,1
2016,50,0,69,0,1
2004,50,1,34,0,0
2013,50,0,39,0,6
2014,50,1,49,0,5
2015,50,0,39,0,0
2011,50,0,44,0,0
2004,50,0,49,0,5
2007,50,0,34,0,1
2000,50,1,49,0,5
2010,60,0,39,0,6
2003,50,0,59,0,1
2003,50,1,39,0,1
2014,50,0,75,0,5
2002,70,0,39,0,0
1989,50,0,29,0,1
2002,50,0,20,0,0
2002,50,1,44,0,5
2003,50,0,54,0,1
2000,50,1,39,0,1
2015,50,0,44,0,1
1993,50,1,24,0,1
1991,50,0,69,0,0
2008,50,0,75,0,5
2009,90,0,34,0,6
2001,90,0,39,0,0
1998,120,1,69,0,5
2010,50,1,49,0,6
2008,50,0,49,0,0
1996,70,0,59,0,1
2015,50,1,49,0,6
2011,50,1,24,0,1
2011,50,1,34,0,5
2008,50,0,49,0,1
1998,50,1,39,0,6
2003,50,0,29,0,1
1994,50,0,75,0,1
1990,50,1,24,0,1
1988,50,0,49,0,6
1986,50,0,44,0,6
2008,50,0,75,0,6
2012,50,0,44,0,0
2010,50,1,39,0,6
2003,50,0,44,0,0
1993,50,0,24,0,0
1993,50,0,75,0,1
1998,50,1,20,0,5
1997,50,0,44,0,0
2013,50,1,24,0,1
1994,90,0,44,0,0
2014,120,1,39,0,6
1998,80,1,34,0,0
1992,90,0,75,0,5
2006,90,1,29,0,0
2015,50,0,20,1,0
1994,90,0,24,0,6
2014,50,1,59,1,1
2013,50,0,74,0,6
1999,60,1,39,0,0
2006,50,0,29,0,0
2001,90,0,34,0,5
2001,50,0,24,0,1
1994,50,1,24,0,6
1998,90,0,44,0,0
2004,50,1,69,0,6
2000,50,1,44,0,5
2012,50,0,20,0,6
2010,50,0,44,0,0
1992,50,0,34,0,0
2002,90,0,24,0,6
2000,50,1,49,0,1
2014,90,1,49,0,1
1991,50,0,54,0,6
1997,90,1,49,0,0
2001,50,1,34,0,1
2013,90,0,59,0,1
2001,10,1,29,0,6
2003,50,0,29,0,1
2012,50,0,34,0,1
2016,120,1,49,0,1
2004,50,1,24,0,0
2011,90,0,20,0,0
2002,50,0,54,0,5
