cvAnomatricula,aVelocidadelocal,aVelocidadegeral,cvSexo,cvIdade,aSinaisLuminosos,aDiadaSemana,aTipoPiso,aTipoVias,aNumFeridosgravesa30dias,aNumFeridosligeirosa30dia,aCaracterísticasTecnicas1,aCondAderência,aNumMortosa30dias,aFactoresAtmosféricos,aNatureza,pAcessóriosPassageiro,pLesõesa30dias
1999,90,90,0,75,1,0,0,4,0,3,0,6,0,0,7,0,0
2008,50,50,1,39,1,0,0,1,0,2,0,6,0,0,8,1,0
1997,50,50,0,44,1,0,0,1,0,2,0,6,0,1,9,0,0
1997,50,50,0,29,1,1,0,4,0,2,0,6,0,0,8,1,0
1994,50,50,0,39,1,0,2,1,0,1,0,6,0,0,10,0,0
2007,50,50,1,39,1,0,0,1,0,3,0,6,0,0,8,0,0
1996,90,90,1,49,1,0,0,4,0,2,2,7,0,1,7,0,0
2002,80,120,0,20,1,1,0,0,0,2,1,6,0,0,10,0,0
2005,120,120,0,34,1,0,0,0,0,3,1,6,0,0,9,0,0
2000,90,90,1,29,1,0,0,3,0,1,0,7,0,1,16,0,0
1998,50,50,1,44,1,0,0,1,0,3,0,7,0,1,8,0,0
1999,50,50,0,49,1,0,0,1,0,3,0,7,0,1,7,0,0
1994,120,120,0,44,1,0,0,0,0,2,1,6,0,0,8,1,0
2006,50,50,0,29,1,0,0,1,0,2,0,6,0,0,7,4,0
2002,120,120,0,74,1,0,0,0,0,4,1,7,0,1,6,0,0
2001,90,90,1,29,1,0,0,4,0,1,2,6,0,0,3,0,0
2006,50,50,0,49,1,0,0,4,0,2,0,6,0,0,3,0,0
1997,50,50,0,39,1,0,0,1,0,1,0,6,0,0,8,0,0
2003,40,50,0,49,1,0,0,5,0,1,0,5,0,1,8,0,0
1996,50,90,0,54,1,0,0,4,0,1,0,6,0,0,8,0,0
1999,50,50,0,20,1,0,0,1,0,2,0,6,0,0,8,0,0
1997,70,70,0,34,1,0,0,4,0,2,0,6,0,0,9,0,0
1991,50,50,0,24,1,0,3,1,0,1,0,7,0,0,10,0,0
2006,50,50,0,20,1,0,0,1,0,3,0,6,0,0,7,0,0
2008,100,120,1,54,1,0,0,0,0,1,1,6,0,0,3,0,0
2000,50,50,1,59,1,0,1,1,0,1,0,6,0,0,8,0,0
2000,50,50,0,39,1,0,0,1,0,3,2,5,0,1,9,0,0
1994,50,50,1,24,1,1,0,3,0,3,0,6,0,0,6,0,0
2004,70,70,1,24,1,0,0,4,0,1,2,6,0,0,3,0,0
1995,50,50,0,74,1,1,0,4,0,1,2,6,0,0,9,0,0
1999,100,100,1,39,1,0,0,0,0,9,1,6,0,0,9,0,0
1996,50,50,1,24,1,0,0,3,0,2,0,6,0,0,6,0,0
1992,90,90,1,39,1,0,0,4,0,2,0,6,0,0,16,0,0
1999,50,50,0,20,1,0,0,1,0,2,0,5,0,0,5,0,0
2007,50,50,0,24,1,0,0,1,0,2,0,5,0,1,10,0,0
2000,80,100,0,39,1,0,0,7,0,2,2,7,0,1,11,0,0
2001,50,50,0,20,1,2,0,4,0,2,0,6,0,0,8,4,0
1999,120,120,1,34,1,0,0,0,0,2,1,6,0,0,10,0,0
2004,50,50,0,49,1,0,0,4,0,2,0,6,0,0,3,0,0
2009,50,50,0,59,1,0,0,1,0,2,2,6,0,1,11,0,0
2000,50,50,1,39,1,0,0,1,0,2,0,6,0,0,8,1,0
1996,70,70,1,59,1,0,0,4,0,3,0,6,0,0,7,0,0
2000,90,90,0,49,1,0,1,4,0,2,0,7,0,1,9,0,0
2004,50,50,1,54,1,1,0,4,0,3,2,7,0,1,8,4,0
1999,50,50,0,29,1,0,0,1,0,1,0,6,0,0,8,0,0
2001,50,50,0,29,1,0,0,1,0,1,2,6,0,0,3,0,0
1999,90,90,0,44,1,0,0,3,0,1,0,6,0,0,8,0,0
2006,50,50,0,39,1,0,0,1,1,2,0,6,0,1,7,0,0
2006,50,50,0,39,1,0,0,1,0,2,0,5,0,0,6,0,0
1991,50,50,0,39,1,0,0,1,0,1,0,6,0,0,7,4,0
2002,50,100,0,34,1,1,0,7,0,2,2,7,0,1,9,0,0
2000,50,50,0,74,1,0,0,1,0,2,0,6,0,0,8,0,0
2007,50,50,1,54,1,0,0,4,0,2,0,6,0,0,9,0,0
1994,40,50,1,20,1,0,0,1,0,1,2,6,0,0,5,0,0
2003,80,80,0,54,1,0,0,6,0,3,2,5,0,0,5,0,0
2009,50,90,0,29,1,0,0,4,0,2,0,6,0,0,7,0,0
1990,90,90,0,54,1,0,0,0,0,3,1,6,0,0,3,0,0
2004,50,50,0,49,1,2,0,1,0,3,0,5,0,0,8,0,0
2011,30,30,0,74,1,0,0,1,0,2,0,6,0,0,11,0,0
2000,50,50,0,34,1,0,0,1,0,3,0,5,0,0,8,1,0
1995,50,50,0,69,1,0,0,1,0,1,0,6,0,0,6,0,0
2007,50,50,0,24,1,0,0,1,0,1,2,6,0,0,7,0,0
1998,80,80,0,49,1,0,0,7,0,4,2,6,0,0,9,0,0
1995,50,50,1,39,1,0,0,1,0,2,0,6,0,0,8,0,0
2005,50,50,0,49,1,0,0,1,0,2,0,6,0,0,6,1,0
1998,50,50,0,54,1,0,0,4,0,2,0,7,0,1,8,0,0
2000,50,50,1,39,1,0,2,1,0,2,0,5,0,1,7,0,0
2006,50,50,1,49,1,1,0,1,0,2,0,6,0,0,7,0,0
2009,70,70,0,59,1,1,0,4,0,3,0,5,0,4,9,0,0
1987,50,50,0,49,1,0,0,1,0,1,0,5,0,0,8,0,0
2006,90,90,1,34,1,0,0,0,0,5,1,6,0,1,5,1,0
2010,50,90,0,75,1,0,0,4,0,1,0,6,0,0,8,0,0
2007,50,50,1,34,1,0,0,1,0,2,0,6,0,0,9,0,0
2006,50,50,1,54,1,1,0,1,0,2,0,5,0,0,8,4,0
1999,50,50,0,75,1,0,0,1,0,1,0,7,0,1,7,0,0
2008,90,90,0,69,1,0,0,4,0,1,0,6,0,0,6,0,0
2005,60,80,0,74,1,0,0,1,0,2,2,6,0,0,8,0,0
2004,50,50,0,34,1,0,0,1,0,1,0,5,0,0,7,0,0
2005,120,120,0,34,1,0,0,0,0,2,1,6,0,0,9,0,0
2003,100,120,0,49,1,0,0,0,0,1,1,6,0,0,3,0,0
2011,50,50,0,54,1,0,0,4,0,4,0,6,0,0,16,0,0
1993,50,50,0,20,1,0,0,4,0,1,0,6,0,0,9,0,0
2007,90,90,1,44,1,0,0,4,0,2,0,6,0,0,9,1,0
1999,50,50,1,54,1,0,0,1,0,1,0,5,0,0,6,0,0
1998,50,50,1,24,1,0,0,1,0,2,0,6,0,0,8,1,0
1997,90,90,0,75,1,0,0,4,3,1,0,6,2,0,8,0,0
2007,50,50,0,39,1,0,0,4,0,2,0,6,0,0,7,0,0
2001,120,120,0,75,1,0,0,0,0,3,1,6,0,0,9,0,0
1998,50,50,1,54,1,0,0,4,0,1,0,6,0,0,7,0,0
2006,90,90,0,20,1,0,0,4,0,2,0,6,0,0,16,0,0
1997,50,50,1,29,1,0,0,1,0,2,0,6,0,0,6,1,0
2011,50,50,0,20,1,0,0,1,0,2,0,5,0,0,8,0,0
2011,50,50,1,39,1,0,2,1,0,3,0,5,0,0,7,1,0
1996,50,50,0,74,1,0,0,3,1,2,0,6,0,0,7,0,0
1997,50,50,0,34,1,0,0,1,0,1,0,5,0,0,5,4,0
2004,50,50,1,39,1,0,0,4,0,1,0,6,0,0,9,1,0
1994,50,90,0,54,1,0,0,4,0,2,0,6,0,0,8,0,0
2007,50,50,1,44,1,0,0,1,0,2,0,6,0,0,8,0,0
2006,50,50,1,29,1,1,0,1,0,1,0,5,0,0,8,0,0
1996,50,70,1,24,1,3,0,4,0,1,0,6,0,0,8,0,0
2005,90,90,0,34,1,0,0,4,0,2,0,6,0,0,16,0,0
2007,50,50,1,44,1,0,0,1,0,4,0,6,0,0,9,0,0
2010,50,50,0,34,1,0,0,1,0,2,0,7,0,1,16,0,0
2004,50,50,0,44,1,0,0,6,0,1,0,6,0,0,9,0,0
2005,50,50,1,24,1,0,0,1,0,1,0,7,0,1,5,0,0
2001,120,120,0,69,1,0,0,0,0,2,1,6,0,0,16,1,0
2010,50,50,0,59,1,1,0,1,0,3,2,6,0,0,3,0,0
1998,50,50,0,39,1,0,0,1,0,2,0,6,0,0,6,4,0
2001,50,50,0,69,1,0,0,4,0,1,0,7,0,1,16,0,0
2007,90,90,0,39,1,0,0,4,0,4,0,6,0,0,9,0,0
1995,50,50,0,49,1,2,0,4,0,2,0,5,0,1,8,0,0
2000,90,90,1,39,1,0,0,4,1,1,0,6,1,0,7,0,0
1996,50,50,1,54,1,0,0,1,0,2,0,6,0,0,8,1,0
1999,50,50,0,20,1,0,0,1,1,2,0,7,0,1,11,0,0
1994,50,50,0,74,1,0,0,1,0,2,0,6,0,0,9,0,0
1995,50,50,0,29,1,0,0,1,0,1,0,6,0,0,11,0,0
2010,120,120,0,54,1,0,0,0,0,2,1,7,0,1,6,0,0
2007,90,90,1,34,1,0,0,7,0,3,2,6,0,0,3,0,0
2007,50,50,0,29,1,0,0,4,0,1,0,6,0,0,3,0,0
2000,70,100,0,29,1,0,0,6,0,1,2,6,0,0,8,0,0
1999,90,90,0,69,1,0,0,4,0,3,0,6,0,0,7,0,0
2008,50,50,0,54,1,0,0,4,0,3,0,6,0,0,9,0,0
2000,50,50,0,20,1,0,0,4,1,1,0,6,0,0,5,0,0
2007,50,50,0,24,1,0,0,4,0,2,0,6,0,0,16,0,0
2001,50,50,0,24,1,0,0,1,0,2,0,7,0,1,7,0,0
2001,50,90,0,49,1,0,0,4,0,2,0,7,0,0,9,0,0
2003,50,50,1,34,1,0,0,1,0,1,0,5,0,0,7,1,0
2000,50,50,0,59,1,0,0,1,0,2,0,6,0,0,7,4,0
1993,50,50,0,24,1,0,0,1,0,1,0,7,0,1,9,0,0
2003,50,50,0,49,1,0,0,1,0,2,0,6,0,0,5,0,0
1995,50,50,0,44,1,1,0,1,0,2,0,6,0,0,8,0,0
2010,50,50,0,29,1,1,0,1,1,3,0,7,0,1,8,0,0
1997,50,50,0,59,1,0,0,3,0,1,0,6,0,0,5,0,0
2010,50,50,0,54,1,0,0,1,0,1,0,6,0,0,9,0,0
2005,50,90,1,34,1,0,0,1,0,2,0,7,0,1,8,0,0
2009,90,90,0,39,1,0,0,3,0,4,0,6,0,0,8,0,0
2003,70,70,1,49,1,0,0,4,0,1,0,6,0,0,11,0,0
1999,80,80,0,54,1,0,0,3,0,3,0,6,0,0,8,0,0
2004,60,120,0,49,1,0,0,0,0,2,1,6,0,0,9,0,0
1998,50,50,0,69,1,2,2,3,0,1,0,6,0,0,8,0,0
1986,90,90,0,75,1,0,0,4,0,1,0,6,0,0,9,0,0
2006,50,50,0,34,1,0,0,1,0,1,0,6,0,0,8,0,0
2007,120,120,0,39,1,0,1,0,0,2,1,7,0,1,9,1,0
2000,50,50,1,59,1,0,0,1,0,2,2,6,0,0,8,0,0
2013,90,90,0,54,1,0,0,7,1,1,0,5,0,4,7,0,0
2001,50,50,1,29,1,0,0,1,0,2,0,6,0,0,7,0,0
2003,50,50,0,24,1,0,0,1,0,2,0,6,0,0,3,0,0
2007,50,50,0,39,1,0,0,1,0,2,0,6,0,0,5,0,0
2007,80,50,1,69,1,0,0,1,0,2,2,6,0,0,5,0,0
2003,50,50,0,54,1,0,0,1,0,3,0,6,0,0,7,0,0
1995,50,90,0,29,1,0,0,4,1,1,0,6,0,0,8,0,0
1999,50,50,0,69,1,0,0,1,0,1,0,6,0,0,9,0,0
2005,120,120,1,39,1,0,0,0,2,1,1,0,1,1,10,0,3
2006,50,50,0,34,1,0,0,1,0,2,0,6,0,0,9,1,0
2010,50,50,1,44,1,0,0,4,0,1,2,6,0,0,3,0,0
2006,100,100,0,34,1,0,1,6,0,4,0,0,0,1,16,0,0
1997,50,90,0,54,1,0,0,4,0,1,2,6,0,0,9,0,0
1996,50,50,0,54,1,0,0,1,0,1,2,6,0,0,9,0,0
1998,90,90,0,54,1,0,0,3,0,3,0,6,0,0,7,0,0
2007,90,90,1,29,1,0,0,4,0,1,0,6,0,0,8,0,0
2000,50,50,0,24,1,0,0,1,0,3,0,6,0,0,8,0,0
2007,60,90,0,74,1,0,0,4,0,1,2,7,0,1,9,0,0
1998,90,90,0,49,1,0,0,6,1,3,0,6,0,0,14,0,3
1995,50,50,1,24,1,0,0,1,0,1,0,6,0,0,9,0,0
2012,50,90,0,44,1,0,0,4,0,3,0,6,0,0,7,0,0
2002,50,50,0,49,1,0,0,4,0,2,0,5,0,1,8,0,0
2013,50,50,1,54,1,0,0,1,0,1,0,6,0,0,3,0,0
2010,120,120,0,54,1,0,0,0,0,3,1,7,0,1,9,0,0
1996,50,50,0,69,1,0,0,3,1,1,0,7,0,1,8,0,0
2004,50,50,1,59,1,1,0,1,0,1,0,6,0,0,9,0,0
2003,120,120,1,34,1,0,0,0,0,1,1,6,0,0,16,0,0
1985,50,50,0,29,1,0,0,4,0,2,2,6,0,0,3,0,0
2002,90,90,0,75,1,0,0,4,0,2,0,6,0,0,10,0,0
2013,50,50,1,44,1,0,0,1,0,3,0,6,0,0,8,1,0
1992,60,60,0,34,1,0,0,1,0,2,2,7,0,1,5,0,0
1998,50,50,1,44,1,2,0,1,0,1,0,7,0,1,16,0,4
2003,50,50,1,39,1,0,0,1,0,3,0,6,0,0,7,0,0
2005,120,120,0,44,1,0,0,0,0,2,1,7,0,1,3,0,0
2010,120,120,1,34,1,0,0,0,0,2,1,7,0,1,16,0,0
2006,50,50,0,59,1,0,0,1,0,1,2,6,0,0,9,0,0
2008,50,50,1,29,1,0,0,4,0,1,0,7,0,1,7,0,0
2002,120,120,0,34,1,0,0,0,0,1,1,6,0,0,6,0,0
1994,80,90,0,49,1,0,0,4,0,1,2,6,0,0,10,0,0
2000,50,50,0,24,1,0,0,4,0,2,0,6,0,0,8,0,0
1999,40,40,1,39,1,0,0,1,0,1,2,6,0,0,8,0,0
1999,50,90,0,49,1,0,0,4,0,1,0,6,0,0,9,0,0
2001,50,50,0,54,1,0,0,4,0,4,0,7,0,1,8,0,0
2004,50,50,1,24,1,0,0,1,0,1,0,6,0,0,7,0,0
2003,50,50,0,54,1,0,0,1,0,2,0,6,0,0,8,0,0
1997,50,50,0,29,1,0,0,1,0,2,0,5,0,1,9,4,0
1999,50,90,0,49,1,0,0,4,0,4,0,6,0,0,8,0,0
1997,50,50,1,24,1,0,0,1,0,3,0,0,0,1,7,0,0
1989,90,90,1,29,1,0,0,4,3,2,0,6,0,0,10,1,3
1994,50,50,0,74,1,0,0,1,0,2,0,7,0,0,5,1,0
2001,50,50,0,75,1,0,0,1,0,3,2,6,0,0,8,0,0
2006,50,50,0,49,1,0,0,3,0,1,0,6,0,0,6,0,0
2006,50,50,0,39,1,0,0,1,0,1,0,6,0,0,8,1,0
1998,50,50,0,44,1,1,0,1,0,2,0,6,0,0,15,0,0
2005,50,50,0,34,1,0,0,4,0,2,0,6,0,0,9,1,0
1998,50,50,1,20,1,1,0,1,0,1,0,5,0,1,8,0,0
2001,90,90,0,49,1,1,0,4,0,2,0,6,0,0,9,0,0
2012,50,50,0,39,1,0,0,3,0,1,0,6,0,0,9,0,0
2002,50,50,0,54,1,0,0,2,0,5,0,1,0,4,10,0,0
2012,90,90,1,20,1,0,0,4,0,1,0,5,0,1,16,0,0
2005,50,50,1,39,1,1,0,4,0,4,0,6,0,0,7,0,0
2007,50,50,0,39,1,0,0,4,0,1,0,7,0,1,9,0,0
2010,80,100,0,39,1,0,0,6,1,3,2,7,1,1,12,0,0
2010,50,50,1,39,1,0,0,1,0,2,0,6,0,0,5,0,0
2003,90,90,1,44,1,0,0,4,0,2,0,6,0,0,9,0,0
1999,60,120,0,59,1,0,0,0,0,1,1,7,0,1,12,0,0
2007,90,90,0,75,1,0,0,4,0,1,0,7,0,1,8,0,0
2003,80,80,1,49,1,0,0,0,0,1,1,6,0,0,9,0,0
1997,50,50,0,75,1,1,0,1,0,1,2,6,0,0,7,0,0
2006,90,90,0,39,1,0,0,4,0,2,0,6,0,0,7,0,0
2000,50,50,0,20,1,0,0,1,0,2,0,6,0,0,16,0,0
2005,50,50,1,34,1,0,0,1,0,2,0,2,0,0,10,0,0
1998,80,80,0,24,1,0,0,0,0,1,1,6,0,0,3,1,0
2007,50,50,1,69,1,0,0,4,0,4,0,6,0,0,9,0,0
2007,50,50,0,39,1,0,0,1,0,3,0,5,0,1,7,0,0
2005,40,50,0,39,1,1,0,1,1,3,0,6,0,0,5,1,3
1994,90,90,0,54,1,0,0,4,0,3,0,7,0,1,7,0,0
1995,50,50,1,34,1,0,0,4,0,2,0,7,0,1,5,0,0
2005,50,50,0,54,1,1,0,1,0,1,0,6,0,0,9,0,0
2003,50,50,0,59,1,1,0,1,0,1,0,6,0,0,5,0,0
1998,50,50,1,59,1,0,0,1,0,2,0,6,0,0,7,0,0
2009,90,90,1,69,1,0,0,6,0,3,0,6,0,0,8,4,0
1998,50,90,0,39,1,0,0,1,0,2,0,6,0,0,8,4,0
2010,50,50,0,69,1,0,0,1,0,1,0,7,0,1,6,4,0
2010,50,90,1,39,1,0,0,4,1,3,0,6,0,0,5,4,3
2010,50,50,1,74,1,0,0,3,0,3,0,6,0,0,8,0,0
2012,60,120,0,75,1,0,0,0,0,1,1,7,0,1,9,0,0
2010,90,90,0,49,1,0,0,4,2,0,0,6,0,0,8,0,3
1999,50,50,0,59,1,0,0,4,1,1,0,7,0,1,7,0,3
2012,50,50,0,24,1,0,0,1,0,1,0,6,0,0,7,0,0
2015,50,50,0,34,1,0,0,1,0,3,0,6,0,0,5,1,0
2002,50,50,1,34,1,0,0,1,0,2,0,6,0,0,7,0,0
2013,50,50,0,49,1,0,0,1,0,2,0,6,0,0,7,0,0
2005,100,100,0,24,1,0,0,0,1,3,1,6,0,0,6,0,0
2005,50,50,0,24,1,0,0,1,0,2,0,6,0,0,7,1,0
2004,50,50,0,44,1,1,0,1,0,5,2,6,0,0,3,0,0
1997,50,50,0,34,1,0,0,1,0,2,0,6,0,1,8,0,0
2001,50,50,0,44,1,0,0,4,0,2,0,4,0,0,9,0,0
2005,50,50,0,49,1,0,0,4,0,1,0,6,0,0,9,0,0
1989,50,50,1,59,1,0,2,1,0,2,0,6,0,0,10,0,0
2012,50,50,0,69,1,0,0,4,1,4,0,7,0,1,5,0,3
2008,50,50,1,34,1,3,0,1,0,2,2,6,0,0,8,4,0
